timestamp,event_type,duration_seconds,details
2025-11-22T13:35:44.441627,bad_posture,5.037171125411987,forward_head
2025-11-22T13:35:44.488158,bad_posture,5.083701848983765,forward_head
2025-11-22T13:35:44.534060,bad_posture,5.129603862762451,forward_head
2025-11-22T13:35:44.576932,bad_posture,5.172476053237915,forward_head
2025-11-22T13:35:44.617495,bad_posture,5.213038682937622,forward_head
2025-11-22T13:35:44.656912,bad_posture,5.252455949783325,forward_head
2025-11-22T13:35:44.698069,bad_posture,5.293612957000732,forward_head
2025-11-22T13:35:44.738150,bad_posture,5.333693504333496,forward_head
2025-11-22T13:35:44.781173,bad_posture,5.37671685218811,forward_head
2025-11-22T13:35:44.833693,bad_posture,5.429237365722656,forward_head
2025-11-22T13:35:45.733775,bad_posture,6.329318523406982,forward_head
2025-11-22T13:35:45.778076,bad_posture,6.37362003326416,forward_head
2025-11-22T13:35:45.821682,bad_posture,6.417226076126099,forward_head
2025-11-22T13:35:45.876298,bad_posture,6.47184157371521,forward_head
2025-11-22T13:35:45.928747,bad_posture,6.524291276931763,forward_head
2025-11-22T13:35:45.978254,bad_posture,6.573798179626465,forward_head
2025-11-22T13:35:46.033823,bad_posture,6.629367113113403,forward_head
2025-11-22T13:35:46.091194,bad_posture,6.686737537384033,forward_head
2025-11-22T13:35:46.150097,bad_posture,6.745640993118286,forward_head
2025-11-22T13:35:46.209981,bad_posture,6.805524826049805,forward_head
2025-11-22T13:35:46.272391,bad_posture,6.867934703826904,forward_head
2025-11-22T13:35:46.317332,bad_posture,6.912875413894653,forward_head
2025-11-22T13:35:46.395560,bad_posture,6.991103649139404,forward_head
2025-11-22T13:35:46.455224,bad_posture,7.050767660140991,forward_head
2025-11-22T13:35:46.516407,bad_posture,7.111950635910034,forward_head
2025-11-22T13:35:46.578608,bad_posture,7.174151420593262,forward_head
2025-11-22T13:35:46.636796,bad_posture,7.23233962059021,forward_head
2025-11-22T13:35:46.691606,bad_posture,7.287150144577026,forward_head
2025-11-22T13:35:46.746823,bad_posture,7.342367172241211,forward_head
2025-11-22T13:35:46.798691,bad_posture,7.3942344188690186,forward_head
2025-11-22T13:35:46.861938,bad_posture,7.457482099533081,forward_head
2025-11-22T13:35:46.920195,bad_posture,7.5157389640808105,forward_head
2025-11-22T13:35:46.976125,bad_posture,7.571669101715088,forward_head
2025-11-22T13:35:47.031369,bad_posture,7.626912832260132,forward_head
2025-11-22T13:35:47.085230,bad_posture,7.680773496627808,forward_head
2025-11-22T13:35:47.134194,bad_posture,7.729737758636475,forward_head
2025-11-22T13:35:47.199326,bad_posture,7.794870138168335,forward_head
2025-11-22T13:35:47.256653,bad_posture,7.852196455001831,forward_head
2025-11-22T13:35:47.305874,bad_posture,7.901418447494507,forward_head
2025-11-22T13:35:47.357243,bad_posture,7.952787399291992,forward_head
2025-11-22T13:35:47.414490,bad_posture,8.010034084320068,forward_head
2025-11-22T13:35:47.466538,bad_posture,8.062081813812256,forward_head
2025-11-22T13:35:47.515610,bad_posture,8.111153602600098,forward_head
2025-11-22T13:35:47.571033,bad_posture,8.166576385498047,forward_head
2025-11-22T13:35:47.625495,bad_posture,8.219526052474976,forward_head
2025-11-22T13:35:47.681453,bad_posture,8.276996850967407,forward_head
2025-11-22T13:35:47.733319,bad_posture,8.32886290550232,forward_head
2025-11-22T13:35:47.787276,bad_posture,8.382819414138794,forward_head
2025-11-22T13:35:47.830129,bad_posture,8.425673007965088,forward_head
2025-11-22T13:35:47.884513,bad_posture,8.48005723953247,forward_head
2025-11-22T13:35:47.939812,bad_posture,8.535355567932129,forward_head
2025-11-22T13:35:47.999816,bad_posture,8.595360040664673,forward_head
2025-11-22T13:35:48.060296,bad_posture,8.655839681625366,forward_head
2025-11-22T13:35:48.102955,bad_posture,8.698499202728271,forward_head
2025-11-22T13:35:48.168608,bad_posture,8.764151811599731,forward_head
2025-11-22T13:35:48.227852,bad_posture,8.823395490646362,forward_head
2025-11-22T13:35:48.286899,bad_posture,8.882442951202393,forward_head
2025-11-22T13:35:48.342921,bad_posture,8.938464641571045,forward_head
2025-11-22T13:35:48.415057,bad_posture,9.010601043701172,forward_head
2025-11-22T13:35:48.462469,bad_posture,9.058012962341309,forward_head
2025-11-22T13:35:48.528810,bad_posture,9.124353408813477,forward_head
2025-11-22T13:35:48.580577,bad_posture,9.176120519638062,forward_head
2025-11-22T13:35:48.637776,bad_posture,9.233319520950317,forward_head
2025-11-22T13:35:48.687841,bad_posture,9.283384323120117,forward_head
2025-11-22T13:35:48.745622,bad_posture,9.341166257858276,forward_head
2025-11-22T13:35:48.790513,bad_posture,9.386056423187256,forward_head
2025-11-22T13:35:48.852106,bad_posture,9.44765043258667,forward_head
2025-11-22T13:35:48.912407,bad_posture,9.507950782775879,forward_head
2025-11-22T13:35:48.971724,bad_posture,9.567267894744873,forward_head
2025-11-22T13:35:49.028875,bad_posture,9.62441873550415,forward_head
2025-11-22T13:35:49.087046,bad_posture,9.682590007781982,forward_head
2025-11-22T13:35:49.145600,bad_posture,9.741144180297852,forward_head
2025-11-22T13:35:49.196267,bad_posture,9.791810750961304,forward_head
2025-11-22T13:35:49.252362,bad_posture,9.84790587425232,forward_head
2025-11-22T13:35:49.305976,bad_posture,9.901519775390625,forward_head
2025-11-22T13:35:49.348733,bad_posture,9.944276809692383,forward_head
2025-11-22T13:35:49.401510,bad_posture,9.997053861618042,forward_head
2025-11-22T13:35:49.466764,bad_posture,10.062308073043823,forward_head
2025-11-22T13:35:49.521660,bad_posture,10.117203712463379,forward_head
2025-11-22T13:35:49.567819,bad_posture,10.163363218307495,forward_head
2025-11-22T13:35:49.630736,bad_posture,10.226279497146606,forward_head
2025-11-22T13:35:49.679850,bad_posture,10.27539348602295,forward_head
2025-11-22T13:35:49.738363,bad_posture,10.333906412124634,forward_head
2025-11-22T13:35:49.781827,bad_posture,10.377371311187744,forward_head
2025-11-22T13:35:49.841134,bad_posture,10.436677694320679,forward_head
2025-11-22T13:35:49.898479,bad_posture,10.494022846221924,forward_head
2025-11-22T13:35:49.943258,bad_posture,10.538801908493042,forward_head
2025-11-22T13:35:50.010107,bad_posture,10.605651378631592,forward_head
2025-11-22T13:35:50.063160,bad_posture,10.658703804016113,forward_head
2025-11-22T13:35:50.123133,bad_posture,10.718676805496216,forward_head
2025-11-22T13:35:50.180518,bad_posture,10.776062250137329,forward_head
2025-11-22T13:35:50.233903,bad_posture,10.829446792602539,forward_head
2025-11-22T13:35:50.289848,bad_posture,10.8853919506073,forward_head
2025-11-22T13:35:50.333879,bad_posture,10.929422855377197,forward_head
2025-11-22T13:35:50.395153,bad_posture,10.990697383880615,rounded_shoulders
2025-11-22T13:35:50.453725,bad_posture,11.049268245697021,rounded_shoulders
2025-11-22T13:35:50.506927,bad_posture,11.102471113204956,rounded_shoulders
2025-11-22T13:35:50.553693,bad_posture,11.149237155914307,rounded_shoulders
2025-11-22T13:35:50.611253,bad_posture,11.206796884536743,rounded_shoulders
2025-11-22T13:35:50.652952,bad_posture,11.248496055603027,rounded_shoulders
2025-11-22T13:35:50.720477,bad_posture,11.316020965576172,rounded_shoulders
2025-11-22T13:35:50.762214,bad_posture,11.357757806777954,rounded_shoulders
2025-11-22T13:35:50.821966,bad_posture,11.417510032653809,rounded_shoulders
2025-11-22T13:35:50.854992,bad_posture,11.450535535812378,rounded_shoulders
2025-11-22T13:35:50.911640,bad_posture,11.50718379020691,rounded_shoulders
2025-11-22T13:35:50.946155,bad_posture,11.541698932647705,rounded_shoulders
2025-11-22T13:35:51.000073,bad_posture,11.595616817474365,rounded_shoulders
2025-11-22T13:35:51.047728,bad_posture,11.643271684646606,rounded_shoulders
2025-11-22T13:35:51.087851,bad_posture,11.683395147323608,rounded_shoulders
2025-11-22T13:35:51.118663,bad_posture,11.714206218719482,forward_head
2025-11-22T13:35:51.168635,bad_posture,11.764179229736328,forward_head
2025-11-22T13:35:51.206826,bad_posture,11.802369356155396,forward_head
2025-11-22T13:35:51.257176,bad_posture,11.85271954536438,forward_head
2025-11-22T13:35:51.302253,bad_posture,11.897796392440796,forward_head
2025-11-22T13:35:51.354747,bad_posture,11.95029067993164,forward_head
2025-11-22T13:35:51.413125,bad_posture,12.008668661117554,forward_head
2025-11-22T13:35:51.455636,bad_posture,12.051179885864258,forward_head
2025-11-22T13:35:51.510575,bad_posture,12.10611867904663,forward_head
2025-11-22T13:35:51.563220,bad_posture,12.158763647079468,forward_head
2025-11-22T13:35:51.602861,bad_posture,12.198405265808105,forward_head
2025-11-22T13:35:51.656791,bad_posture,12.252334833145142,forward_head
2025-11-22T13:35:51.696160,bad_posture,12.291703701019287,forward_head
2025-11-22T13:35:51.743617,bad_posture,12.339161157608032,forward_head
2025-11-22T13:35:51.787937,bad_posture,12.383480548858643,forward_head
2025-11-22T13:35:51.830146,bad_posture,12.425689935684204,forward_head
2025-11-22T13:35:51.869933,bad_posture,12.465476512908936,forward_head
2025-11-22T13:35:51.915311,bad_posture,12.510854959487915,forward_head
2025-11-22T13:35:51.957555,bad_posture,12.553099393844604,forward_head
